commit,refactoring type,description,tool,validation,note
https://github.com/asyml/texar/commit/47c71c0524c7804863f2f4bcffdef5a873d84a55,Add Parameter,"Location: txtgen/modules/connectors/connectors.py
Add Parameter	trans : Any in method package _build(self ReparameterizedStochasticConnector, distribution Any, batch_size Any, trans Any, ds_name Any) : void from class org.txtgen.modules.connectors.connectors.ReparameterizedStochasticConnector Add Parameter	ds_name : Any in method package _build(self ReparameterizedStochasticConnector, distribution Any, batch_size Any, trans Any, ds_name Any) : void from class org.txtgen.modules.connectors.connectors.ReparameterizedStochasticConnector",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/47c71c0524c7804863f2f4bcffdef5a873d84a55,Add Parameter,"Location: txtgen/modules/connectors/connectors.py
Add Parameter	trans : Any in method package _build(self StochasticConnector, distribution Any, batch_size Any, trans Any, ds_name Any) : void from class org.txtgen.modules.connectors.connectors.StochasticConnector Add Parameter	ds_name : Any in method package _build(self StochasticConnector, distribution Any, batch_size Any, trans Any, ds_name Any) : void from class org.txtgen.modules.connectors.connectors.StochasticConnector",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/4a744f5768490d9cfd45c33a011476a509f6810c,Extract Method,"Location: texar/data/data/text_data_test.py/MonoTextDataTest
The method ""_run_and_test"" is extracted from the method ""test_default_setting"" in the class ""MonoTextDataTest""",PyRef,TP,
https://github.com/asyml/texar/commit/4c96af9ed496ff5af54481aba7b01d989f8ff31c,Rename Method,"Location: txtgen/modules/connectors/connectors_test.py/TestConnectors
The method ""test_stochastic_connector"" in the class ""TestConnectors"" is renamed to ""test_reparameterize_stochastic_connector""",PyRef,TP,
https://github.com/asyml/texar/commit/5547b27d70a369d254c6a95a0c570fa382f8ef18,Inline Method,"Location: examples/bert/prepare_data.py
Inline Method	package prepare_data() : void inlined to package main() : void in class org.examples.bert.prepare_data.PyDummyClass1",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/57b781d480e5377d0f4e6ffd3709ef7d522bdfc6,Rename Method,"Location: texar/data/vocabulary.py/Vocab
The method ""padding_token"" in the class ""Vocab"" is renamed to ""pad_token""",PyRef,TP,
https://github.com/asyml/texar/commit/57b781d480e5377d0f4e6ffd3709ef7d522bdfc6,Rename Method,"Location: texar/data/vocabulary.py/Vocab
The method ""padding_token_id"" in the class ""Vocab"" is renamed to ""pad_token_id""",PyRef,TP,
https://github.com/asyml/texar/commit/57b781d480e5377d0f4e6ffd3709ef7d522bdfc6,Change/Rename Parameter,"Location: texar/data/vocabulary.py/Vocab
The parameter(s) ""padding_token"" of the method ""__init__"" in the class ""Vocab"" is/are changed/renamed to ""pad_token""",PyRef,TP,
https://github.com/asyml/texar/commit/59a3b2c6919125ac9c10288c28564ec3c80c6743,Rename Method,"Location: txtgen/losses/adv_losses_test.py
Rename Method	package test_adv_losses(self AdvLossesTest) : void renamed to package test_binary_adversarial_losses(self AdvLossesTest) : void in class org.txtgen.losses.adv_losses_test.AdvLossesTest",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/5c15101cf8dbf8fe2485b56d26bf12346aa11e47,Rename Method,"Location: texar/modules/decoders/transformer_decoders_test.py
Rename Method	package test_train(self TransformerDecoderTest) : void renamed to package test_decode_train(self TransformerDecoderTest) : void in class org.texar.modules.decoders.transformer_decoders_test.TransformerDecoderTest",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/5c15101cf8dbf8fe2485b56d26bf12346aa11e47,Rename Method,"Location: texar/modules/decoders/transformer_decoders_test.py
Rename Method	package test_infer_greedy(self TransformerDecoderTest) : void renamed to package test_decode_infer_greedy(self TransformerDecoderTest) : void in class org.texar.modules.decoders.transformer_decoders_test.TransformerDecoderTest",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/5c15101cf8dbf8fe2485b56d26bf12346aa11e47,Rename Method,"Location: texar/modules/decoders/transformer_decoders_test.py
Rename Method	package test_infer_sample(self TransformerDecoderTest) : void renamed to package test_decode_infer_sample(self TransformerDecoderTest) : void in class org.texar.modules.decoders.transformer_decoders_test.TransformerDecoderTest",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/60c13843b42fca0262340b6b4042c54db56ef12a,Extract Method,"Location: txtgen/core/layers.py
Extract Method	package _default_regularizer_hparams() : void extracted from package default_embedding_hparams() : void in class org.txtgen.core.layers.PyDummyClass1",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/621eb400ccc12ae97f3ec8361b59b87b8513646b,Change/Rename Parameter,"Location: examples/tsf/tsf_trainer.py/TSFTrainer
The parameter(s) ""outupt_path"" of the method ""eval_model"" in the class ""TSFTrainer"" is/are changed/renamed to ""output_path""",PyRef,TP,
https://github.com/asyml/texar/commit/621eb400ccc12ae97f3ec8361b59b87b8513646b,Change/Rename Parameter,"Location: examples/tsf/utils.py
The parameter(s) ""word2id"" of the method ""logits2word"" is/are changed/renamed to ""id2word""",PyRef,TP,
https://github.com/asyml/texar/commit/62f8c8dc01064aa83d352f6dc16d447c29a88661,Rename Method,"Location: txtgen/modules/connectors/connectors_test.py/TestConnectors
The method ""test_reparameterize_stochastic_connector"" in the class ""TestConnectors"" is renamed to ""test_reparameterized_stochastic_connector""",PyRef,TP,
https://github.com/asyml/texar/commit/6310fca2e9ee7aaade47b44a89cd47223423ea24,Extract Method,"Location: texar/data/data/mono_text_data.py
Extract Method	package _make_mono_text_dataset(dataset_hparams Any) : void extracted from package _make_data(self MonoTextData) : void in class org.texar.data.data.mono_text_data.MonoTextData",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/6ac2db1e8c350a816f5988087c8c08c6d232618e,Remove Parameter,"Location: txtgen/core/layers.py
The parameter(s) ""chained"" is/are removed from the method ""get_embedding""",PyRef,TP,
https://github.com/asyml/texar/commit/6ac2db1e8c350a816f5988087c8c08c6d232618e,Remove Parameter,"Location: txtgen/modules/encoders/rnn_encoders.py/RNNEncoderBase
The parameter(s) ""chained"" is/are removed from the method ""__init__"" in the class ""RNNEncoderBase""",PyRef,TP,
https://github.com/asyml/texar/commit/6ac2db1e8c350a816f5988087c8c08c6d232618e,Remove Parameter,"Location: txtgen/modules/encoders/rnn_encoders.py/ForwardRNNEncoder
The parameter(s) ""chained"" is/are removed from the method ""__init__"" in the class ""ForwardRNNEncoder""",PyRef,TP,
https://github.com/asyml/texar/commit/6d76c64ce8ccf28a900c7cc5a0313623e7dae3cb,Add Parameter,"Location: texar/modules/encoders/transformer_encoders.py
Add Parameter	output_dim : Any in method package default_transformer_poswise_net_hparams(output_dim Any) : void from class org.texar.modules.encoders.transformer_encoders.PyDummyClass1",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/6f1acfc2d5fbf3c08a6ecb6496ab9a904beb2b3e,Add Parameter,"Location: texar/data/data/text_data_base.py
Add Parameter	padding_values : Any in method package _make_batch(dataset Any, hparams Any, element_length_func Any, padded_shapes Any, padding_values Any) : void from class org.texar.data.data.text_data_base.TextDataBase",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/71b16cf15874829febd6c97a3e480f118d84e80f,Change/Rename Parameter,"Location: txtgen/losses/rl_losses.py
The parameter(s) ""reward_global_fn,reward_local_fn"" of the method ""reinforce_loss_with_MCtree"" is/are changed/renamed to ""global_reward_fn,local_reward_fn""",PyRef,TP,
https://github.com/asyml/texar/commit/71b16cf15874829febd6c97a3e480f118d84e80f,Change/Rename Parameter,"Location: txtgen/losses/rl_losses.py
The parameter(s) ""reward_global_fn,reward_local_fn"" of the method ""reinforce_loss_with_MCtree"" is/are changed/renamed to ""global_reward_fn,local_reward_fn""",PyRef,TP,
https://github.com/asyml/texar/commit/71e1f1b4efc31b71761fd13d3cf7ceb15c8e241f,Add Parameter,"Location: texar/core/optimization.py
Add Parameter	optimizer_class : Any in method package _get_static_lr(learning_rate Any, optimizer_class Any, hparams Any) : void from class org.texar.core.optimization.PyDummyClass1",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/75aaf9da3d814977f23c338950332ad5ae3756cc,Add Parameter,"Location: texar/losses/pg_losses.py
Add Parameter	rank : Any in method package pg_loss_with_logits(actions Any, logits Any, advantages Any, rank Any, batched Any, sequence_length Any, average_across_batch Any, average_across_timesteps Any, average_across_remaining Any, sum_over_batch Any, sum_over_timesteps Any, sum_over_remaining Any, time_major Any) : void from class org.texar.losses.pg_losses.PyDummyClass1 Add Parameter	batched : Any in method package pg_loss_with_logits(actions Any, logits Any, advantages Any, rank Any, batched Any, sequence_length Any, average_across_batch Any, average_across_timesteps Any, average_across_remaining Any, sum_over_batch Any, sum_over_timesteps Any, sum_over_remaining Any, time_major Any) : void from class org.texar.losses.pg_losses.PyDummyClass1
Add Parameter	sequence_length : Any in method package pg_loss_with_logits(actions Any, logits Any, advantages Any, rank Any, batched Any, sequence_length Any, average_across_batch Any, average_across_timesteps Any, average_across_remaining Any, sum_over_batch Any, sum_over_timesteps Any, sum_over_remaining Any, time_major Any) : void from class org.texar.losses.pg_losses.PyDummyClass1
Add Parameter	average_across_batch : Any in method package pg_loss_with_logits(actions Any, logits Any, advantages Any, rank Any, batched Any, sequence_length Any, average_across_batch Any, average_across_timesteps Any, average_across_remaining Any, sum_over_batch Any, sum_over_timesteps Any, sum_over_remaining Any, time_major Any) : void from class org.texar.losses.pg_losses.PyDummyClass1
Add Parameter	average_across_timesteps : Any in method package pg_loss_with_logits(actions Any, logits Any, advantages Any, rank Any, batched Any, sequence_length Any, average_across_batch Any, average_across_timesteps Any, average_across_remaining Any, sum_over_batch Any, sum_over_timesteps Any, sum_over_remaining Any, time_major Any) : void from class org.texar.losses.pg_losses.PyDummyClass1
Add Parameter	average_across_remaining : Any in method package pg_loss_with_logits(actions Any, logits Any, advantages Any, rank Any, batched Any, sequence_length Any, average_across_batch Any, average_across_timesteps Any, average_across_remaining Any, sum_over_batch Any, sum_over_timesteps Any, sum_over_remaining Any, time_major Any) : void from class org.texar.losses.pg_losses.PyDummyClass1
Add Parameter	sum_over_batch : Any in method package pg_loss_with_logits(actions Any, logits Any, advantages Any, rank Any, batched Any, sequence_length Any, average_across_batch Any, average_across_timesteps Any, average_across_remaining Any, sum_over_batch Any, sum_over_timesteps Any, sum_over_remaining Any, time_major Any) : void from class org.texar.losses.pg_losses.PyDummyClass1
Add Parameter	sum_over_timesteps : Any in method package pg_loss_with_logits(actions Any, logits Any, advantages Any, rank Any, batched Any, sequence_length Any, average_across_batch Any, average_across_timesteps Any, average_across_remaining Any, sum_over_batch Any, sum_over_timesteps Any, sum_over_remaining Any, time_major Any) : void from class org.texar.losses.pg_losses.PyDummyClass1
Add Parameter	sum_over_remaining : Any in method package pg_loss_with_logits(actions Any, logits Any, advantages Any, rank Any, batched Any, sequence_length Any, average_across_batch Any, average_across_timesteps Any, average_across_remaining Any, sum_over_batch Any, sum_over_timesteps Any, sum_over_remaining Any, time_major Any) : void from class org.texar.losses.pg_losses.PyDummyClass1
Add Parameter	time_major : Any in method package pg_loss_with_logits(actions Any, logits Any, advantages Any, rank Any, batched Any, sequence_length Any, average_across_batch Any, average_across_timesteps Any, average_across_remaining Any, sum_over_batch Any, sum_over_timesteps Any, sum_over_remaining Any, time_major Any) : void from class org.texar.losses.pg_losses.PyDummyClass1",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/75aaf9da3d814977f23c338950332ad5ae3756cc,Extract Method,"Location: texar/losses/pg_losses.py
Extract Method	package pg_loss_with_log_probs(log_probs Any, advantages Any, rank Any, batched Any, sequence_length Any, average_across_batch Any, average_across_timesteps Any, average_across_remaining Any, sum_over_batch Any, sum_over_timesteps Any, sum_over_remaining Any, time_major Any) : void extracted from package pg_loss_with_logits(logits Any, actions Any, advantages Any) : void in class org.texar.losses.pg_losses.PyDummyClass1",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/77b1d527138ea2385284ed8eae8322c589065d3f,Add Parameter,"Location: texar/agents/seq_pg_agent.py
Add Parameter	sequence_length : Any in method package __init__(self SeqPGAgent, samples Any, logits Any, sequence_length Any, trainable_variables Any, learning_rate Any, sess Any, hparams Any) : void from class org.texar.agents.seq_pg_agent.SeqPGAgent",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/77c08dbc5f557c0548d123992b1321505a64e096,Add Parameter,"Location: texar/modules/encoders/rnn_encoders.py
Add Parameter	output_layer_fw : Any in method package __init__(self BidirectionalRNNEncoder, cell_fw Any, cell_bw Any, cell_dropout_mode Any, output_layer_fw Any, output_layer_bw Any, hparams Any) : void from class org.texar.modules.encoders.rnn_encoders.BidirectionalRNNEncoder Add Parameter	output_layer_bw : Any in method package __init__(self BidirectionalRNNEncoder, cell_fw Any, cell_bw Any, cell_dropout_mode Any, output_layer_fw Any, output_layer_bw Any, hparams Any) : void from class org.texar.modules.encoders.rnn_encoders.BidirectionalRNNEncoder
Add Parameter	mode : Any in method package _build(self BidirectionalRNNEncoder, inputs Any, sequence_length Any, initial_state_fw Any, initial_state_bw Any, time_major Any, mode Any, return_cell_output Any) : void from class org.texar.modules.encoders.rnn_encoders.BidirectionalRNNEncoder
Add Parameter	return_cell_output : Any in method package _build(self BidirectionalRNNEncoder, inputs Any, sequence_length Any, initial_state_fw Any, initial_state_bw Any, time_major Any, mode Any, return_cell_output Any) : void from class org.texar.modules.encoders.rnn_encoders.BidirectionalRNNEncoder",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/77c08dbc5f557c0548d123992b1321505a64e096,Add Parameter,"Location: texar/modules/encoders/rnn_encoders.py
Add Parameter	time_major : Any in method package _build(self BidirectionalRNNEncoder, inputs Any, sequence_length Any, initial_state_fw Any, initial_state_bw Any, time_major Any, mode Any, return_cell_output Any) : void from class org.texar.modules.encoders.rnn_encoders.BidirectionalRNNEncoder Add Parameter	output_layer_bw : Any in method package __init__(self BidirectionalRNNEncoder, cell_fw Any, cell_bw Any, cell_dropout_mode Any, output_layer_fw Any, output_layer_bw Any, hparams Any) : void from class org.texar.modules.encoders.rnn_encoders.BidirectionalRNNEncoder
Add Parameter	mode : Any in method package _build(self BidirectionalRNNEncoder, inputs Any, sequence_length Any, initial_state_fw Any, initial_state_bw Any, time_major Any, mode Any, return_cell_output Any) : void from class org.texar.modules.encoders.rnn_encoders.BidirectionalRNNEncoder
Add Parameter	return_cell_output : Any in method package _build(self BidirectionalRNNEncoder, inputs Any, sequence_length Any, initial_state_fw Any, initial_state_bw Any, time_major Any, mode Any, return_cell_output Any) : void from class org.texar.modules.encoders.rnn_encoders.BidirectionalRNNEncoder",Python-adapted RMiner,TP,
